receiveTime,cpm,cpmError
2015-11-21 13:27:12,3.4,0.824621
2015-11-21 13:32:13,2.2,0.663325
2015-11-21 13:37:15,2.6,0.72111
2015-11-21 13:42:15,2.4,0.69282
2015-11-21 13:47:16,2.8,0.748331
2015-11-21 13:52:06,2.4,0.69282
2015-11-21 13:57:07,2.6,0.72111
2015-11-21 14:02:07,2.6,0.72111
2015-11-21 14:07:08,3.6,0.848528
2015-11-21 14:12:08,2.4,0.69282
2015-11-21 14:17:09,2.0,0.632456
2015-11-21 14:22:09,2.0,0.632456
2015-11-21 14:27:10,2.0,0.632456
2015-11-21 14:32:10,2.0,0.632456
2015-11-21 14:37:11,3.6,0.848528
2015-11-21 14:42:11,1.8,0.6
2015-11-21 14:47:12,1.4,0.52915
2015-11-21 14:52:12,2.2,0.663325
2015-11-21 14:57:13,1.4,0.52915
2015-11-21 15:02:13,3.4,0.824621
2015-11-21 15:07:14,3.0,0.774597
2015-11-21 15:12:14,3.2,0.8
2015-11-21 15:17:15,2.2,0.663325
2015-11-21 15:22:16,2.6,0.72111
2015-11-21 15:27:16,1.8,0.6
2015-11-21 15:32:07,4.2,0.916515
2015-11-21 15:37:07,4.2,0.916515
2015-11-21 15:42:08,2.6,0.72111
2015-11-21 15:47:08,3.2,0.8
2015-11-21 15:52:09,3.8,0.87178
2015-11-21 15:57:09,2.0,0.632456
2015-11-21 16:02:10,2.2,0.663325
2015-11-21 16:07:10,2.8,0.748331
2015-11-21 16:12:11,3.4,0.824621
2015-11-21 16:17:11,2.6,0.72111
2015-11-21 16:22:12,3.2,0.8
2015-11-21 16:27:12,2.2,0.663325
2015-11-21 16:32:13,2.4,0.69282
2015-11-21 16:37:13,2.6,0.72111
2015-11-21 16:42:14,3.0,0.774597
2015-11-21 16:47:14,3.0,0.774597
2015-11-21 16:52:15,2.4,0.69282
2015-11-21 16:57:15,1.6,0.565685
2015-11-21 17:02:16,3.4,0.824621
2015-11-21 17:07:06,2.2,0.663325
2015-11-21 17:12:07,2.0,0.632456
2015-11-21 17:17:07,2.4,0.69282
